time,3336A,3336B,3336C,3336D,3346A,3346B,3346C,3346D,3354A,3354B,3354C,3354D,3356A,3356B,3356C,3356D
04-Oct-18 11:00:00 AM EDT,38.29,46.08,47.64,60.89,49.44,24.61,17.09,37.53,34.91,20.8,20.74,65.92,58.75,34.68,29.88,40.61
04-Oct-18 11:30:00 AM EDT,40.5,46.24,47.64,60.78,49.44,24.35,16.89,37.53,34.91,20.96,20.64,65.92,30.69,34.15,28.76,40.61
04-Oct-18 12:00:00 PM EDT,38.23,45.27,47.64,62.87,49.44,24.56,16.89,37.53,34.91,20.53,58.05,65.92,35.7,34.63,27.41,40.61
04-Oct-18 12:30:00 PM EDT,38.07,46.51,39.72,62.19,49.44,24.56,17.04,37.53,34.91,20.96,57.28,65.92,35.81,33.99,27.41,40.61
04-Oct-18 1:00:00 PM EDT,28.18,75.38,39.72,59.79,49.44,24.56,17.04,37.53,34.91,21.01,57.12,65.92,34.36,34.79,27.41,40.61
04-Oct-18 1:30:00 PM EDT,29.56,76.61,39.72,63.08,49.44,24.56,16.99,68.15,34.91,20.96,56.3,65.92,35.6,70.64,27.31,40.61
04-Oct-18 2:00:00 PM EDT,29.61,76.18,55.07,61.98,49.44,24.56,16.89,68.15,34.91,20.96,57.33,65.92,57.3,69.36,27.31,40.61
04-Oct-18 2:30:00 PM EDT,29.01,75,55.07,62.61,49.44,24.56,17.09,68.15,34.91,20.85,58.1,65.92,55.04,70.69,27.36,40.61
04-Oct-18 3:00:00 PM EDT,43.54,76.51,55.07,61.41,49.44,24.56,17.09,68.15,34.91,20.85,57.84,65.92,52.93,70,27.41,39.24
04-Oct-18 3:30:00 PM EDT,43.31,75.32,55.07,61.93,49.44,24.56,16.94,68.15,34.91,20.96,58,65.92,55.79,99.84,27.36,39.24
04-Oct-18 4:00:00 PM EDT,43.26,76.56,55.07,62.66,49.44,24.56,16.94,68.15,34.91,21.01,56.76,56.74,54.77,98.3,37.88,39.24
04-Oct-18 4:30:00 PM EDT,43.37,76.24,55.07,62.61,49.44,24.51,16.99,68.15,34.91,20.74,57.79,56.74,49.92,98.62,37.88,39.24
04-Oct-18 5:00:00 PM EDT,43.54,76.56,55.07,61.41,49.44,24.51,16.94,68.15,34.91,20.96,57.89,56.74,58.59,53.99,37.88,39.24
04-Oct-18 5:30:00 PM EDT,43.26,75.59,55.07,61.25,49.44,24.51,16.94,46.15,34.91,20.96,56.81,56.74,59.07,53.09,37.88,39.24
04-Oct-18 6:00:00 PM EDT,30.88,56.72,37.39,62.87,49.44,24.51,16.94,46.15,34.91,20.8,20.59,56.74,28.06,54.04,37.88,39.24
04-Oct-18 6:30:00 PM EDT,30,57.96,37.39,60.52,49.44,24.51,16.94,46.15,34.91,20.96,20.54,56.74,29.24,53.62,22.05,39.24
04-Oct-18 7:00:00 PM EDT,66.02,58.06,37.39,62.72,49.44,24.51,17.09,46.15,34.91,20.8,19.92,56.74,29.29,54.57,22.05,39.24
04-Oct-18 7:30:00 PM EDT,21.93,56.77,37.39,61.57,49.44,24.51,17.09,46.15,34.91,21.01,20.38,56.74,29.24,53.72,22.05,39.24
04-Oct-18 8:00:00 PM EDT,22.04,58.01,37.39,62.87,49.44,24.51,17.09,46.15,34.91,20.74,20.43,56.74,29.24,53.67,22.05,39.24
04-Oct-18 8:30:00 PM EDT,22.1,58.12,37.39,62.77,49.44,24.51,17.04,46.15,34.91,20.74,20.28,24.96,29.29,54.57,22.05,39.24
04-Oct-18 9:00:00 PM EDT,22.1,57.15,37.39,63.19,49.44,24.51,17.04,46.15,34.91,20.53,20.23,24.96,29.29,54.63,22.05,39.24
04-Oct-18 9:30:00 PM EDT,22.1,58.28,37.39,62.72,49.44,24.51,17.04,46.15,34.91,21.01,20.12,24.96,28.33,54.63,22.05,39.24
04-Oct-18 10:00:00 PM EDT,21.99,57.53,37.39,62.98,49.44,24.51,16.89,46.15,34.91,20.74,20.49,24.96,29.13,53.51,22.05,39.24
04-Oct-18 10:30:00 PM EDT,22.15,57.15,37.39,62.35,49.44,24.51,17.09,46.15,34.91,20.96,20.33,24.96,28.43,54.31,22.05,39.24
04-Oct-18 11:00:00 PM EDT,22.04,57.1,37.39,60.26,49.44,24.51,17.04,46.15,34.91,21.01,20.49,24.96,28.27,53.35,22.05,39.24
04-Oct-18 11:30:00 PM EDT,21.1,56.56,37.39,62.56,49.44,24.51,17.04,46.15,34.91,20.96,20.33,24.96,29.08,53.24,22.05,39.24
05-Oct-18 12:00:00 AM EDT,21.93,57.8,37.39,62.87,49.44,24.51,17.04,46.15,34.91,20.8,20.59,24.96,29.19,53.14,22.05,39.24
05-Oct-18 12:30:00 AM EDT,21.88,58.06,37.39,61.51,49.44,24.51,17.04,46.15,34.91,20.96,19.76,24.96,28.81,54.1,22.05,39.24
05-Oct-18 1:00:00 AM EDT,21.71,57.74,37.39,62.77,49.44,24.51,16.99,46.15,34.91,21.01,19.71,24.86,29.35,54.68,22.05,39.24
05-Oct-18 1:30:00 AM EDT,21.99,58.23,37.39,62.4,49.44,24.51,16.89,46.15,34.91,20.96,20.64,24.86,29.29,54.57,22.05,39.24
05-Oct-18 2:00:00 AM EDT,21.77,56.56,37.39,62.56,49.44,24.51,17.09,46.15,34.91,20.96,20.43,24.86,29.13,53.72,22.16,39.24
05-Oct-18 2:30:00 AM EDT,21.93,56.77,37.39,61.15,49.44,24.51,16.89,46.15,34.91,20.85,19.81,22.08,29.24,53.67,22.16,39.24
05-Oct-18 3:00:00 AM EDT,22.1,57.2,37.39,62.82,49.44,24.51,17.09,46.15,34.91,20.85,20.38,22.08,29.4,54.31,22.1,39.24
05-Oct-18 3:30:00 AM EDT,21.99,56.94,37.39,60.63,49.44,24.51,17.04,46.15,34.91,20.85,19.66,22.08,28.86,54.57,22.1,39.24
05-Oct-18 4:00:00 AM EDT,22.04,57.58,37.39,62.92,49.44,24.51,16.99,46.15,34.91,20.85,20.43,22.08,29.19,54.41,22.1,39.24
05-Oct-18 4:30:00 AM EDT,21.93,56.56,37.39,62.19,49.44,24.51,17.04,46.15,34.91,20.85,20.49,22.08,29.08,54.52,22.1,39.24
05-Oct-18 5:00:00 AM EDT,21.77,58.17,37.39,60.78,49.44,24.51,17.04,46.15,34.91,20.85,19.76,22.08,29.51,54.41,22.1,39.24
05-Oct-18 5:30:00 AM EDT,21.88,57.8,37.39,62.98,49.44,24.51,16.99,46.15,34.91,20.85,20.43,22.08,29.4,54.57,22.1,39.24
05-Oct-18 6:00:00 AM EDT,21.99,57.85,37.39,62.92,49.44,24.51,17.04,46.15,34.91,20.85,19.97,22.08,28.65,53.19,22.1,39.24
05-Oct-18 6:30:00 AM EDT,21.99,56.61,37.39,62.56,49.44,24.51,16.89,46.15,34.91,20.85,20.23,21.81,28.27,54.26,22.1,39.24
05-Oct-18 7:00:00 AM EDT,21.1,57.96,37.39,62.04,49.44,24.51,16.89,46.15,34.91,20.85,20.43,21.81,28.38,53.83,22.1,39.24
05-Oct-18 7:30:00 AM EDT,21.16,57.96,37.39,62.66,49.44,24.51,17.09,46.15,34.91,20.85,20.33,21.81,29.24,54.41,22.16,39.24
05-Oct-18 8:00:00 AM EDT,22.1,56.61,53.21,60.89,49.44,24.51,17.09,46.15,34.91,20.85,20.49,40.48,29.19,54.2,22.16,39.24
05-Oct-18 8:30:00 AM EDT,49.89,56.83,63.46,61.72,49.44,24.51,17.09,46.15,34.91,21.01,19.81,40.48,28.86,55.37,22.05,39.24
05-Oct-18 9:00:00 AM EDT,54.59,57.96,63.46,62.51,49.44,24.56,17.09,46.15,34.91,20.96,20.59,40.48,29.19,55.8,22.16,39.24
05-Oct-18 9:30:00 AM EDT,63.37,68.12,63.46,63.34,49.44,56.61,16.99,46.15,34.91,20.8,19.76,40.48,58.32,96.86,22.05,39.24
05-Oct-18 10:00:00 AM EDT,60.28,67.47,63.46,62.87,64.72,66.81,17.04,62.9,34.91,20.8,51.39,39.8,24.61,98.4,48.77,39.24
05-Oct-18 10:30:00 AM EDT,29.06,68.23,63.46,60.73,84.87,49.22,73.95,62.9,34.91,20.74,56.19,64.97,23.91,98.67,48.77,39.24
05-Oct-18 11:00:00 AM EDT,33.65,67.26,63.46,60.26,84.87,66.02,73.95,92.56,34.91,20.96,52.84,66.39,23.8,97.71,48.77,39.24
05-Oct-18 11:30:00 AM EDT,27.35,69.19,63.46,62.66,84.87,66.02,73.95,92.56,34.91,20.8,52.94,66.39,35.11,98.83,48.77,39.24
05-Oct-18 12:00:00 PM EDT,28.12,67.1,63.46,61.67,87.13,66.02,87.15,92.56,34.91,20.74,54.7,66.28,6.73,98.51,44.74,39.24
05-Oct-18 12:30:00 PM EDT,27.46,65.32,57.36,62.92,87.13,38.76,87.15,92.56,34.91,20.74,56.45,25.59,34.3,67.29,61.8,39.24
05-Oct-18 1:00:00 PM EDT,35.97,64.73,57.36,60.26,87.13,38.76,87.15,92.56,34.91,20.8,55.47,63.29,46.47,68.09,20.17,39.24
05-Oct-18 1:30:00 PM EDT,43.09,63.55,57.36,38.96,87.13,38.76,87.15,92.56,34.91,20.8,55.73,66.07,17.77,68.94,40.08,39.24
05-Oct-18 2:00:00 PM EDT,56.24,65.43,57.36,39.11,87.13,38.81,6.65,24.73,34.91,20.96,56.6,66.07,17.34,68.62,38.3,39.24
05-Oct-18 2:30:00 PM EDT,66.08,65.38,57.36,39.01,87.13,25.03,6.55,24.73,34.91,20.85,57.12,66.07,17.23,68.72,38.3,39.24
05-Oct-18 3:00:00 PM EDT,20.11,65,57.36,38.96,87.13,25.03,6.7,24.73,34.91,20.74,57.59,63.29,17.45,68.83,20.23,39.24
05-Oct-18 3:30:00 PM EDT,67.35,63.87,57.36,38.33,87.13,25.03,6.7,24.73,34.91,20.96,57.69,66.07,16.96,67.98,21.19,39.24
05-Oct-18 4:00:00 PM EDT,67.96,65.32,59.59,39.16,87.13,25.03,6.65,24.73,34.91,20.96,57.89,66.07,23.05,68.56,40.67,39.24
05-Oct-18 4:30:00 PM EDT,68.4,64.84,59.59,38.28,84.51,33.09,6.55,24.73,34.91,20.96,56.19,63.03,23.59,96.33,40.67,39.24
05-Oct-18 5:00:00 PM EDT,67.68,43.17,59.59,44.86,84.51,33.87,6.7,34.15,34.91,20.9,56.66,32.77,33.33,96.22,40.67,20.2
05-Oct-18 5:30:00 PM EDT,56.08,42.69,45.83,44.65,84.51,34.24,6.65,34.15,34.91,20.85,57.95,33.4,33.98,86.49,40.67,19.99
05-Oct-18 6:00:00 PM EDT,55.19,43.33,40.31,44.33,8,34.24,6.7,34.15,34.91,21.01,57.69,27.43,34.79,51.7,30.58,19.99
05-Oct-18 6:30:00 PM EDT,48.78,43.49,40.31,44.54,8.15,34.24,6.7,34.15,34.91,20.96,57.74,31.83,14.75,51.38,27.74,19.99
05-Oct-18 7:00:00 PM EDT,47.85,42.69,39.88,43.19,8.05,34.24,6.6,34.15,34.91,21.01,57.79,64.55,14.97,52.66,27.74,19.99
05-Oct-18 7:30:00 PM EDT,48.78,43.06,39.88,44.7,7.9,34.24,6.76,34.15,34.91,20.96,57.17,64.55,15.13,52.93,27.74,19.99
05-Oct-18 8:00:00 PM EDT,49.5,42.37,39.88,43.97,7.85,34.24,6.65,34.15,34.91,20.96,57.69,64.55,15.4,52.87,27.74,19.99
05-Oct-18 8:30:00 PM EDT,49.56,43.55,39.88,44.44,7.95,34.24,6.7,34.15,34.91,20.96,57.48,64.55,14.92,52.98,27.74,19.99
05-Oct-18 9:00:00 PM EDT,48.29,42.2,39.88,44.28,8,34.24,6.6,34.15,34.91,20.96,56.3,64.55,14.59,52.07,27.74,19.99
05-Oct-18 9:30:00 PM EDT,48.12,43.39,39.88,44.7,8,34.24,6.65,34.15,34.91,20.8,20.74,23.44,15.4,52.87,27.74,19.99
05-Oct-18 10:00:00 PM EDT,47.9,43.49,39.88,44.7,7.79,34.24,6.65,34.15,34.91,20.8,21.05,23.44,15.19,53.03,27.74,19.99
05-Oct-18 10:30:00 PM EDT,49.34,43.39,39.88,44.7,7.95,34.24,6.7,34.15,34.91,20.96,20.79,23.44,14.81,52.66,27.74,19.99
05-Oct-18 11:00:00 PM EDT,48.9,43.33,39.88,44.65,7.9,34.24,6.7,34.15,34.91,20.96,20.28,23.44,15.19,52.82,27.74,19.99
05-Oct-18 11:30:00 PM EDT,48.56,43.39,39.88,42.82,7.95,34.24,6.7,34.15,34.91,20.96,20.74,23.44,15.4,52.29,27.74,19.99
06-Oct-18 12:00:00 AM EDT,48.95,42.63,39.88,43.71,7.95,34.24,6.7,34.15,34.91,20.96,20.28,23.54,15.29,52.66,27.74,19.99
06-Oct-18 12:30:00 AM EDT,48.62,42.42,39.88,43.55,7.9,34.24,6.7,34.15,34.91,20.96,20.95,23.54,14.81,52.93,27.74,19.99
06-Oct-18 1:00:00 AM EDT,48.95,42.63,39.88,44.6,7.9,34.24,6.6,34.15,34.91,20.9,20.23,23.54,14.65,52.55,27.74,19.99
06-Oct-18 1:30:00 AM EDT,49.39,43.44,39.88,44.39,7.9,34.24,6.7,34.15,34.91,20.96,20.95,23.54,15.13,52.77,27.74,19.99
06-Oct-18 2:00:00 AM EDT,47.79,43.49,39.88,44.23,7.79,34.24,6.7,34.15,34.91,20.96,20.59,23.54,15.35,51.76,27.74,19.99
06-Oct-18 2:30:00 AM EDT,49.39,43.44,39.88,44.75,7.79,34.24,6.55,34.15,34.91,20.8,20.64,23.54,15.4,52.07,27.68,19.99
06-Oct-18 3:00:00 AM EDT,49.23,42.26,39.88,44.75,7.9,34.24,6.7,34.15,34.91,20.74,20.95,23.54,15.13,51.54,27.68,19.99
06-Oct-18 3:30:00 AM EDT,48.45,42.15,39.88,44.8,7.9,34.24,6.65,34.15,34.91,20.96,21,23.54,15.29,52.77,27.68,19.99
06-Oct-18 4:00:00 AM EDT,49.28,43.01,39.88,43.34,7.9,34.24,6.76,34.15,34.91,20.74,20.23,23.54,15.08,52.07,27.68,19.99
06-Oct-18 4:30:00 AM EDT,49.39,43.28,39.88,44.33,7.9,34.24,6.7,34.15,34.91,20.96,20.79,23.54,14.75,53.03,27.68,19.99
06-Oct-18 5:00:00 AM EDT,49.39,43.55,39.88,44.33,7.9,34.24,6.7,34.15,34.91,20.96,20.69,23.54,15.35,52.87,27.68,19.99
06-Oct-18 5:30:00 AM EDT,48.07,43.06,39.88,44.75,7.9,34.24,6.7,34.15,34.91,20.96,20.9,23.54,15.35,52.77,27.68,19.99
06-Oct-18 6:00:00 AM EDT,49.61,43.49,39.88,44.28,7.95,34.24,6.7,34.15,34.91,20.96,20.54,23.54,15.35,52.93,27.68,19.99
06-Oct-18 6:30:00 AM EDT,48.29,43.55,39.88,44.75,7.74,34.24,6.65,34.15,34.91,20.74,20.28,23.54,15.35,52.02,27.68,19.99
06-Oct-18 7:00:00 AM EDT,49.45,43.28,39.88,44.18,7.9,34.24,6.7,34.15,34.91,20.74,20.18,23.54,15.24,51.86,27.68,19.99
06-Oct-18 7:30:00 AM EDT,49.23,43.49,39.88,44.49,7.74,34.24,6.5,34.15,34.91,20.96,20.74,23.54,14.97,52.87,27.68,19.99
06-Oct-18 8:00:00 AM EDT,49.28,43.01,39.88,44.6,7.79,34.24,6.7,34.15,34.91,20.96,20.74,23.54,14.65,52.29,27.68,19.99
06-Oct-18 8:30:00 AM EDT,49.23,43.28,39.88,44.7,7.9,34.24,6.7,34.15,34.91,20.96,21,23.54,15.4,51.81,27.68,19.99
06-Oct-18 9:00:00 AM EDT,48.56,42.42,39.88,44.86,7.74,34.24,6.65,34.15,34.91,20.96,20.12,23.54,14.86,52.82,27.68,19.99
06-Oct-18 9:30:00 AM EDT,48.07,43.39,39.88,44.6,7.9,34.24,6.65,34.15,34.91,20.96,20.54,23.54,15.19,51.86,27.68,19.99
06-Oct-18 10:00:00 AM EDT,49.06,43.28,39.88,44.54,7.9,34.24,6.7,34.15,34.91,21.01,20.9,23.54,15.08,52.5,27.68,19.99
06-Oct-18 10:30:00 AM EDT,47.96,42.96,39.88,44.49,7.85,34.24,6.7,34.15,34.91,20.96,21,23.54,15.4,52.61,27.68,19.99
06-Oct-18 11:00:00 AM EDT,49.06,43.28,39.88,44.6,7.9,34.24,6.55,34.15,34.91,20.9,20.59,23.54,15.29,52.45,27.68,19.99
06-Oct-18 11:30:00 AM EDT,48.51,43.44,39.88,42.35,7.9,34.24,6.65,34.15,34.91,20.9,20.74,23.54,15.35,51.76,27.68,19.99
06-Oct-18 12:00:00 PM EDT,53.92,43.28,39.88,44.7,7.69,34.24,6.65,34.15,34.91,20.9,20.74,23.54,14.65,52.45,27.68,19.99
06-Oct-18 12:30:00 PM EDT,54.25,43.28,39.88,45.64,7.85,34.24,6.6,34.15,34.91,20.74,20.95,23.54,14.81,52.34,27.68,19.99
06-Oct-18 1:00:00 PM EDT,37.02,42.04,39.88,45.48,7.85,34.24,6.6,34.15,34.91,20.96,20.12,23.54,15.19,52.87,27.68,19.99
06-Oct-18 1:30:00 PM EDT,53.92,43.33,39.88,45.43,7.85,34.24,6.6,34.15,34.91,20.74,20.49,23.54,15.46,52.61,27.74,19.99
06-Oct-18 2:00:00 PM EDT,52.1,43.12,39.88,45.54,7.9,34.24,6.7,34.15,34.91,20.96,20.64,23.54,15.29,52.82,27.74,19.99
06-Oct-18 2:30:00 PM EDT,36.91,43.28,39.88,45.64,7.85,34.24,6.7,34.15,34.91,21.01,20.59,23.54,15.24,51.76,27.74,19.99
06-Oct-18 3:00:00 PM EDT,36.35,42.85,39.88,45.38,7.9,34.24,6.5,34.15,34.91,20.96,20.18,23.54,15.35,51.7,27.74,19.99
06-Oct-18 3:30:00 PM EDT,67.29,42.69,39.88,45.12,7.69,34.24,6.6,34.1,34.91,20.74,20.33,23.54,15.29,52.55,27.74,19.99
06-Oct-18 4:00:00 PM EDT,37.24,43.44,39.88,45.59,7.79,34.24,6.65,34.1,34.91,20.8,20.49,23.54,15.08,51.91,27.74,19.99
06-Oct-18 4:30:00 PM EDT,37.73,42.96,39.88,45.54,7.85,34.24,6.7,34.1,34.91,20.96,20.18,23.54,15.08,52.39,27.74,19.99
06-Oct-18 5:00:00 PM EDT,37.68,43.44,39.88,45.54,7.85,34.24,6.55,34.1,34.91,20.96,20.38,23.54,15.29,52.77,27.74,19.99
06-Oct-18 5:30:00 PM EDT,34.64,43.39,39.88,45.17,7.85,34.24,6.7,34.1,34.91,20.96,20.43,23.54,15.4,52.66,27.74,19.99
06-Oct-18 6:00:00 PM EDT,34.97,43.12,61.76,45.17,7.85,34.24,6.7,34.1,34.91,20.96,20.69,23.54,15.24,52.87,27.74,19.99
06-Oct-18 6:30:00 PM EDT,35.08,43.23,65.85,45.48,7.69,34.24,6.65,34.1,34.91,21.01,20.85,23.54,14.54,52.34,27.74,19.99
06-Oct-18 7:00:00 PM EDT,34.97,42.15,65.85,44.6,7.79,34.24,6.7,34.1,34.91,20.74,20.85,23.54,15.24,52.66,27.74,19.99
06-Oct-18 7:30:00 PM EDT,34.59,43.23,44.03,45.01,7.85,34.24,6.65,34.1,34.91,20.96,20.95,23.54,15.46,52.87,27.74,19.99
06-Oct-18 8:00:00 PM EDT,34.7,43.33,44.03,44.28,7.69,34.24,6.7,34.1,34.91,20.96,21.05,23.54,15.29,52.71,27.74,19.99
06-Oct-18 8:30:00 PM EDT,35.41,42.74,44.03,45.12,7.79,34.24,6.65,34.1,34.91,20.96,20.59,23.54,14.81,52.71,27.74,19.99
06-Oct-18 9:00:00 PM EDT,35.47,43.6,44.03,44.75,7.74,34.24,6.7,34.1,34.91,20.74,20.9,23.49,14.65,51.6,27.74,19.99
06-Oct-18 9:30:00 PM EDT,35.47,43.28,44.03,45.64,7.85,34.24,6.65,34.1,34.91,20.8,20.49,23.49,15.4,52.71,27.74,19.99
06-Oct-18 10:00:00 PM EDT,35.47,43.17,62.51,44.28,7.85,34.24,6.65,34.1,34.91,20.96,20.54,23.54,14.54,51.81,27.74,19.99
06-Oct-18 10:30:00 PM EDT,35.41,43.23,62.51,45.64,7.69,34.24,6.55,34.1,34.91,20.96,20.79,23.49,15.4,52.18,27.74,19.99
06-Oct-18 11:00:00 PM EDT,35.58,43.28,36.48,63.39,7.85,34.24,6.5,34.1,34.91,20.96,20.18,23.54,14.65,51.86,27.74,19.99
06-Oct-18 11:30:00 PM EDT,35.41,43.33,36.48,62.92,7.74,34.24,6.65,34.1,34.91,20.74,20.95,23.44,15.24,52.82,27.74,19.99
07-Oct-18 12:00:00 AM EDT,35.41,43.33,36.48,64.23,7.85,34.24,6.55,34.1,34.91,20.96,20.49,23.54,15.24,52.61,27.74,19.99
07-Oct-18 12:30:00 AM EDT,34.2,43.49,36.48,63.81,7.74,34.24,6.7,34.1,34.91,20.96,20.9,23.54,14.97,52.66,27.74,19.99
07-Oct-18 1:00:00 AM EDT,35.41,42.58,36.48,64.07,7.69,34.24,6.55,34.1,34.91,20.96,20.64,23.34,15.13,51.86,27.68,19.99
07-Oct-18 1:30:00 AM EDT,35.19,43.23,36.48,64.18,7.85,34.24,6.65,34.1,34.91,20.9,20.79,23.34,15.08,51.38,27.68,19.99
07-Oct-18 2:00:00 AM EDT,34.09,43.23,36.48,64.07,7.69,34.24,6.7,34.1,34.91,20.9,20.64,23.34,14.81,52.66,27.68,19.99
07-Oct-18 2:30:00 AM EDT,35.41,43.06,36.48,64.23,7.85,34.24,6.6,34.1,34.91,20.9,20.49,23.34,15.4,51.97,27.68,19.99
07-Oct-18 3:00:00 AM EDT,35.36,43.39,36.48,63.71,7.79,34.24,6.65,34.1,34.91,20.9,20.59,23.6,15.51,52.93,27.68,19.99
07-Oct-18 3:30:00 AM EDT,34.59,43.39,36.48,64.13,7.9,34.24,6.5,34.1,34.91,20.8,20.33,23.34,15.29,52.29,27.68,19.99
07-Oct-18 4:00:00 AM EDT,35.41,42.85,36.48,64.23,7.64,34.24,6.5,34.1,34.91,20.8,21,23.34,15.29,52.39,27.68,19.99
07-Oct-18 4:30:00 AM EDT,34.42,42.47,36.48,62.66,7.85,34.24,6.6,34.1,34.91,21.01,20.74,23.34,15.46,51.7,27.68,19.99
07-Oct-18 5:00:00 AM EDT,35.52,43.17,36.48,64.44,7.74,34.24,6.5,34.1,34.91,20.74,20.33,23.49,15.29,52.98,27.68,19.99
07-Oct-18 5:30:00 AM EDT,35.19,43.23,36.48,64.44,7.64,34.24,6.6,34.1,34.91,20.96,20.85,23.54,15.35,51.33,27.68,19.99
07-Oct-18 6:00:00 AM EDT,34.75,43.44,36.48,64.39,7.85,34.24,6.65,34.1,34.91,20.8,20.95,23.54,15.19,52.45,27.68,19.99
07-Oct-18 6:30:00 AM EDT,35.25,43.44,36.48,64.13,7.74,34.24,6.55,34.1,34.91,20.74,20.12,23.54,15.35,51.81,27.68,19.99
07-Oct-18 7:00:00 AM EDT,35.64,42.74,36.48,64.44,7.79,34.24,6.65,34.05,34.91,20.96,20.79,23.49,15.35,51.6,27.68,19.99
07-Oct-18 7:30:00 AM EDT,35.47,43.49,36.48,63.66,7.85,34.24,6.7,34.05,34.91,20.96,20.79,23.49,15.13,51.38,27.68,19.99
07-Oct-18 8:00:00 AM EDT,35.36,42.26,36.48,61.67,7.85,34.24,6.7,34.05,34.91,20.74,21,23.49,15.19,52.39,27.68,19.99
07-Oct-18 8:30:00 AM EDT,35.41,43.44,36.48,64.39,7.85,34.24,6.65,34.05,34.91,20.96,20.49,23.49,15.35,52.5,27.68,19.99
07-Oct-18 9:00:00 AM EDT,34.97,43.17,53.96,64.07,7.85,34.24,6.5,34.05,34.91,20.8,21,23.49,15.24,52.61,27.68,19.99
07-Oct-18 9:30:00 AM EDT,35.41,43.23,53.96,64.28,7.85,34.24,6.7,34.05,34.91,20.96,20.59,23.54,15.24,52.71,27.68,19.99
07-Oct-18 10:00:00 AM EDT,34.7,43.28,53.96,63.5,7.79,34.24,6.55,34.05,34.91,20.74,20.28,23.54,15.13,51.7,27.68,19.99
07-Oct-18 10:30:00 AM EDT,35.25,43.23,53.96,63.24,7.69,34.24,6.7,34.05,34.91,20.96,21,23.54,15.35,52.61,27.68,19.99
07-Oct-18 11:00:00 AM EDT,35.3,43.39,53.96,64.44,7.9,34.18,6.55,34.05,34.91,20.96,20.95,23.54,14.97,51.54,27.68,19.99
07-Oct-18 11:30:00 AM EDT,35.19,43.28,53.96,64.65,7.85,34.18,5.17,34.05,34.91,21.01,20.49,23.54,15.19,52.77,27.68,19.99
07-Oct-18 12:00:00 PM EDT,35.36,43.17,53.96,62.66,7.74,34.18,66.84,34.05,34.91,20.96,20.79,23.54,15.46,52.87,27.68,19.99
07-Oct-18 12:30:00 PM EDT,24.48,43.17,40.2,64.6,7.79,34.18,66.84,34.05,34.91,20.74,20.9,23.54,15.13,52.29,27.68,19.99
07-Oct-18 1:00:00 PM EDT,16.8,42.26,40.25,64.18,7.69,34.18,66.84,34.05,34.91,20.96,20.74,23.54,15.24,52.71,27.68,19.99
07-Oct-18 1:30:00 PM EDT,16.85,43.01,40.25,63.03,7.79,34.18,66.84,34.05,34.91,20.96,20.12,23.54,15.29,52.87,27.68,19.99
07-Oct-18 2:00:00 PM EDT,16.08,43.01,40.25,64.39,43.38,34.18,66.84,34.05,34.91,20.96,20.95,23.54,15.35,52.82,27.68,19.99
07-Oct-18 2:30:00 PM EDT,16.69,43.44,40.25,64.28,43.38,29.81,66.84,34.05,34.91,21.01,20.23,61.3,14.65,52.39,27.68,19.99
07-Oct-18 3:00:00 PM EDT,16.08,43.39,40.25,61.83,43.38,29.81,66.84,34.05,34.91,20.74,20.28,61.3,15.29,51.7,27.68,19.99
07-Oct-18 3:30:00 PM EDT,16.52,42.9,40.25,63.76,75.79,29.81,66.84,34.05,34.91,20.74,21,61.3,14.59,52.5,27.68,19.99
07-Oct-18 4:00:00 PM EDT,16.57,43.33,40.25,64.44,75.79,29.81,66.84,34.05,34.91,20.74,24.51,61.3,14.92,52.55,27.68,19.99
07-Oct-18 4:30:00 PM EDT,16.63,43.49,40.25,61.36,16,27.06,3.63,18.74,34.91,20.9,24.3,61.3,14.92,51.65,27.68,19.99
07-Oct-18 5:00:00 PM EDT,16.08,43.12,47.58,64.18,16,26.9,3.58,18.95,34.91,20.96,24.82,61.3,15.35,52.82,27.68,19.99
07-Oct-18 5:30:00 PM EDT,16.35,42.26,41.42,64.02,16,26.9,3.43,18.95,34.91,20.74,24.66,61.3,15.35,52.45,27.68,19.99
07-Oct-18 6:00:00 PM EDT,16.41,43.17,41.42,61.57,15.79,26.9,3.58,18.95,34.91,20.9,24.3,22.39,15.29,52.18,27.68,19.99
07-Oct-18 6:30:00 PM EDT,16.57,42.96,41.42,64.02,16,26.9,3.43,18.74,34.91,20.9,24.51,22.39,15.4,52.71,27.68,19.99
07-Oct-18 7:00:00 PM EDT,16.08,43.33,43.97,62.09,15.95,26.9,3.43,18.95,34.91,20.9,24.72,22.39,14.81,52.55,27.68,19.99
07-Oct-18 7:30:00 PM EDT,16.69,42.85,42.59,61.98,15.79,26.9,3.48,18.95,34.91,20.9,24.77,22.39,15.24,52.13,27.68,19.99
07-Oct-18 8:00:00 PM EDT,16.57,43.49,39.99,62.87,15.79,26.9,3.53,18.95,34.91,20.96,24.15,22.39,15.08,52.66,27.68,19.99
07-Oct-18 8:30:00 PM EDT,15.97,42.15,39.99,64.02,15.95,26.9,3.53,18.95,34.91,20.96,24.77,22.39,14.75,52.02,27.68,19.99
07-Oct-18 9:00:00 PM EDT,16.63,43.44,39.99,64.33,15.95,26.9,3.53,18.74,34.91,20.96,23.89,22.39,15.29,52.45,27.68,19.99
07-Oct-18 9:30:00 PM EDT,16.74,42.74,39.99,62.61,15.95,26.9,3.58,18.95,34.91,20.96,24.82,22.39,15.29,52.77,27.68,19.99
